CCAA;Nombre CCAA;Cod_Provincia_INE;Cod_Provincia_Catastro;Nombre Provincia;Cod_Municipio_Ine_Corto;Cod_Municipio_Ine;Cod_Municipio_Catastro;Nombre Municipio_Ine;Nombre Municipio_Catastro;;;;;;;;
09;CATALUÑA;25;25;LLEIDA;36;0365;44;ASPA;ASPA;;;;;;;;
08;CASTILLA Y LEÓN;49;49;ZAMORA;16;0163;17;ASPARIEGOS;ASPARIEGOS;;;;;;;;
15;PAIS VASCO;01;1;ARABA/ÁLABA;9;0091;9;ASPARRENA;ASPARRENA;;;;;;;;
17;COMUNIDAD VALENCIANA;03;3;ALICANTE/ALACANT;19;0190;19;ASPE;ASPE;;;;;;;;
15;PAIS VASCO;20;20;GIPUZKOA;14;0147;14;ASTEASU;ASTEASU;;;;;;;;
15;PAIS VASCO;20;20;GIPUZKOA;903;9035;84;ASTIGARRAGA;ASTIGARRAGA;;;;;;;;
08;CASTILLA Y LEÓN;24;24;LEÓN;8;0080;9;ASTORGA;ASTORGA;;;;;;;;
08;CASTILLA Y LEÓN;34;34;PALENCIA;17;0170;17;ASTUDILLO;ASTUDILLO;;;;;;;;
08;CASTILLA Y LEÓN;49;49;ZAMORA;17;0179;18;ASTURIANOS;ASTURIANOS;;;;;;;;
01;ANDALUCIA;29;29;MÁLAGA;21;0213;21;ATAJATE;ATAJATE;;;;;;;;
10;EXTREMADURA;06;6;BADAJOZ;13;0135;13;ATALAYA;ATALAYA;;;;;;;;
07;CASTILLA LA MANCHA;16;16;CUENCA;26;0262;26;ATALAYA DEL CAÑAVATE;ATALAYA DEL CAÑAVATE;;;;;;;;
07;CASTILLA LA MANCHA;19;19;GUADALAJARA;43;0432;50;ATANZON;ATANZON;;;;;;;;
08;CASTILLA Y LEÓN;09;9;BURGOS;29;0294;30;ATAPUERCA;ATAPUERCA;;;;;;;;
08;CASTILLA Y LEÓN;47;47;VALLADOLID;11;0112;12;ATAQUINES;ATAQUINES;;;;;;;;
01;ANDALUCIA;18;18;GRANADA;22;0227;23;ATARFE;ATARFE;;;;;;;;
15;PAIS VASCO;20;20;GIPUZKOA;15;0150;15;ATAUN;ATAUN;;;;;;;;
02;ARAGÓN;50;50;ZARAGOZA;37;0378;37;ATEA;ATEA;;;;;;;;
02;ARAGÓN;50;50;ZARAGOZA;38;0384;38;ATECA;ATECA;;;;;;;;
14;COMUNIDAD FORAL DE NAVARRA;31;31;NAVARRA;40;0403;40;ATEZ;ATEZ;;;;;;;;
07;CASTILLA LA MANCHA;19;19;GUADALAJARA;44;0447;51;ATIENZA;ATIENZA;;;;;;;;
15;PAIS VASCO;48;48;BIZKAIA;91;0911;91;ATXONDO;ATXONDO;;;;;;;;
17;COMUNIDAD VALENCIANA;46;46;VALENCIA/VALÈNCIA;3;0039;3;ATZENETA D'ALBAIDA;ATZENETA D'ALBAIDA;;;;;;;;
17;COMUNIDAD VALENCIANA;12;12;CASTELLÓN/CASTELLÓ;1;0017;1;ATZENETA DEL MAESTRAT;ATZENETA DEL MAESTRAT;;;;;;;;
15;PAIS VASCO;48;48;BIZKAIA;70;0708;70;AULESTI;AULESTI;;;;;;;;
07;CASTILLA LA MANCHA;19;19;GUADALAJARA;45;0450;52;AUÑON;AUÑON;;;;;;;;
14;COMUNIDAD FORAL DE NAVARRA;31;31;NAVARRA;58;0581;58;AURITZ/BURGUETE;AURITZ/BURGUETE;;;;;;;;
16;LA RIOJA;26;26;RIOJA (LA);20;0201;20;AUSEJO;AUSEJO;;;;;;;;
08;CASTILLA Y LEÓN;42;42;SORIA;28;0281;45;AUSEJO DE LA SIERRA;AUSEJO DE LA SIERRA;;;;;;;;
08;CASTILLA Y LEÓN;34;34;PALENCIA;18;0186;18;AUTILLA DEL PINO;AUTILLA DEL PINO;;;;;;;;
08;CASTILLA Y LEÓN;34;34;PALENCIA;19;0199;19;AUTILLO DE CAMPOS;AUTILLO DE CAMPOS;;;;;;;;
16;LA RIOJA;26;26;RIOJA (LA);21;0218;21;AUTOL;AUTOL;;;;;;;;
08;CASTILLA Y LEÓN;05;5;ÁVILA;17;0179;17;AVEINTE;AVEINTE;;;;;;;;
08;CASTILLA Y LEÓN;05;5;ÁVILA;18;0185;18;AVELLANEDA;AVELLANEDA;;;;;;;;
09;CATALUÑA;25;25;LLEIDA;37;0371;45;Avellanes i Santa Linya (Les);AVELLANES I SANTA LINYA;;;;;;;;
08;CASTILLA Y LEÓN;09;9;BURGOS;32;0320;33;AVELLANOSA DE MUÑO;AVELLANOSA DE MUÑO;;;;;;;;
09;CATALUÑA;08;8;BARCELONA;11;0116;11;AVIA;AVIA;;;;;;;;
08;CASTILLA Y LEÓN;05;5;ÁVILA;19;0198;900;AVILA;AVILA;;;;;;;;
03;PRINCIPADO DE ASTURIAS;33;33;ASTURIAS;4;0045;4;AVILES;AVILES;;;;;;;;
09;CATALUÑA;08;8;BARCELONA;12;0121;12;AVINYO;AVINYO;;;;;;;;
09;CATALUÑA;08;8;BARCELONA;13;0137;13;AVINYONET DEL PENEDES;AVINYONET DEL PENEDES;;;;;;;;
09;CATALUÑA;17;17;GIRONA;12;0123;12;Avinyonet de Puigventos;AVINYONET PUIGVENTOS;;;;;;;;
11;GALICIA;32;32;OURENSE;4;0049;5;AVION;AVION;;;;;;;;
15;PAIS VASCO;01;1;ARABA/ÁLABA;10;0105;10;AYALA/AIARA;AYALA/AIARA;;;;;;;;
01;ANDALUCIA;21;21;HUELVA;10;0101;10;AYAMONTE;AYAMONTE;;;;;;;;
14;COMUNIDAD FORAL DE NAVARRA;31;31;NAVARRA;41;0410;41;Ayegui/Aiegi;AYEGUI;;;;;;;;
02;ARAGÓN;22;22;HUESCA;39;0396;49;AYERBE;AYERBE;;;;;;;;
08;CASTILLA Y LEÓN;40;40;SEGOVIA;24;0241;26;AYLLON;AYLLON;;;;;;;;
07;CASTILLA LA MANCHA;02;2;ALBACETE;11;0117;11;AYNA;AYNA;;;;;;;;
17;COMUNIDAD VALENCIANA;12;12;CASTELLÓN/CASTELLÓ;17;0173;17;AYODAR;AYODAR;;;;;;;;
08;CASTILLA Y LEÓN;49;49;ZAMORA;18;0185;19;AYOO DE VIDRIALES;AYOO DE VIDRIALES;;;;;;;;
17;COMUNIDAD VALENCIANA;46;46;VALENCIA/VALÈNCIA;44;0446;44;AYORA;AYORA;;;;;;;;
08;CASTILLA Y LEÓN;34;34;PALENCIA;20;0203;20;AYUELA;AYUELA;;;;;;;;
14;COMUNIDAD FORAL DE NAVARRA;31;31;NAVARRA;42;0425;42;AZAGRA;AZAGRA;;;;;;;;
02;ARAGÓN;44;44;TERUEL;31;0316;31;AZAILA;AZAILA;;;;;;;;
02;ARAGÓN;22;22;HUESCA;40;0400;50;AZANUY-ALINS;AZANUY-ALINS;;;;;;;;
02;ARAGÓN;22;22;HUESCA;41;0417;51;AZARA;AZARA;;;;;;;;
15;PAIS VASCO;20;20;GIPUZKOA;17;0179;17;AZKOITIA;AZKOITIA;;;;;;;;
02;ARAGÓN;22;22;HUESCA;42;0422;52;AZLOR;AZLOR;;;;;;;;
01;ANDALUCIA;41;41;SEVILLA;12;0129;12;AZNALCAZAR;AZNALCAZAR;;;;;;;;
01;ANDALUCIA;41;41;SEVILLA;13;0135;13;AZNALCOLLAR;AZNALCOLLAR;;;;;;;;
16;LA RIOJA;26;26;RIOJA (LA);22;0223;22;AZOFRA;AZOFRA;;;;;;;;
15;PAIS VASCO;20;20;GIPUZKOA;18;0185;18;AZPEITIA;AZPEITIA;;;;;;;;
10;EXTREMADURA;06;6;BADAJOZ;14;0140;14;AZUAGA;AZUAGA;;;;;;;;
02;ARAGÓN;50;50;ZARAGOZA;39;0397;39;AZUARA;AZUARA;;;;;;;;
17;COMUNIDAD VALENCIANA;12;12;CASTELLÓN/CASTELLÓ;18;0189;18;AZUEBAR;AZUEBAR;;;;;;;;
14;COMUNIDAD FORAL DE NAVARRA;31;31;NAVARRA;43;0431;43;AZUELO;AZUELO;;;;;;;;
07;CASTILLA LA MANCHA;19;19;GUADALAJARA;46;0463;54;AZUQUECA DE HENARES;AZUQUECA DE HENARES;;;;;;;;
07;CASTILLA LA MANCHA;45;45;TOLEDO;17;0171;17;AZUTAN;AZUTAN;;;;;;;;
08;CASTILLA Y LEÓN;37;37;SALAMANCA;38;0384;38;BABILAFUENTE;BABILAFUENTE;;;;;;;;
01;ANDALUCIA;04;4;ALMERÍA;19;0195;19;BACARES;BACARES;;;;;;;;
10;EXTREMADURA;06;6;BADAJOZ;15;0153;900;BADAJOZ;BADAJOZ;;;;;;;;
09;CATALUÑA;08;8;BARCELONA;15;0155;15;BADALONA;BADALONA;;;;;;;;
16;LA RIOJA;26;26;RIOJA (LA);23;0239;23;BADARAN;BADARAN;;;;;;;;
02;ARAGÓN;44;44;TERUEL;32;0321;32;BADENAS;BADENAS;;;;;;;;
09;CATALUÑA;08;8;BARCELONA;904;9045;312;BADIA DEL VALLES;BADIA DEL VALLES;;;;;;;;
01;ANDALUCIA;41;41;SEVILLA;14;0140;14;BADOLATOSA;BADOLATOSA;;;;;;;;
02;ARAGÓN;50;50;ZARAGOZA;40;0401;40;BADULES;BADULES;;;;;;;;
02;ARAGÓN;22;22;HUESCA;43;0438;53;BAELLS;BAELLS;;;;;;;;
01;ANDALUCIA;14;14;CÓRDOBA;7;0076;7;BAENA;BAENA;;;;;;;;
01;ANDALUCIA;23;23;JAÉN;9;0098;9;BAEZA;BAEZA;;;;;;;;
09;CATALUÑA;08;8;BARCELONA;16;0168;16;BAGA;BAGA;;;;;;;;
02;ARAGÓN;44;44;TERUEL;33;0337;33;BAGUENA;BAGUENA;;;;;;;;
02;ARAGÓN;50;50;ZARAGOZA;41;0418;41;BAGUES;BAGUES;;;;;;;;
08;CASTILLA Y LEÓN;47;47;VALLADOLID;12;0127;13;BAHABON;BAHABON;;;;;;;;
08;CASTILLA Y LEÓN;09;9;BURGOS;33;0336;34;BAHABON DE ESGUEVA;BAHABON DE ESGUEVA;;;;;;;;
07;CASTILLA LA MANCHA;19;19;GUADALAJARA;47;0479;55;BAIDES;BAIDES;;;;;;;;
01;ANDALUCIA;23;23;JAÉN;10;0102;10;BAILEN;BAILEN;;;;;;;;
02;ARAGÓN;22;22;HUESCA;44;0443;54;BAILO;BAILO;;;;;;;;
11;GALICIA;36;36;PONTEVEDRA;3;0031;3;BAIONA;BAIONA;;;;;;;;
09;CATALUÑA;25;25;LLEIDA;39;0390;126;BAIX PALLARS;BAIX PALLARS;;;;;;;;
14;COMUNIDAD FORAL DE NAVARRA;31;31;NAVARRA;44;0446;44;BAKAIKU;BAKAIKU;;;;;;;;
15;PAIS VASCO;48;48;BIZKAIA;12;0123;12;BAKIO;BAKIO;;;;;;;;
09;CATALUÑA;25;25;LLEIDA;40;0404;49;BALAGUER;BALAGUER;;;;;;;;
07;CASTILLA LA MANCHA;02;2;ALBACETE;12;0122;12;BALAZOTE;BALAZOTE;;;;;;;;
08;CASTILLA Y LEÓN;24;24;LEÓN;9;0093;10;BALBOA;BALBOA;;;;;;;;
02;ARAGÓN;50;50;ZARAGOZA;42;0423;42;BALCONCHAN;BALCONCHAN;;;;;;;;
02;ARAGÓN;22;22;HUESCA;45;0456;55;BALDELLOU;BALDELLOU;;;;;;;;
11;GALICIA;27;27;LUGO;4;0044;4;BALEIRA;BALEIRA;;;;;;;;
09;CATALUÑA;08;8;BARCELONA;17;0174;17;BALENYA;BALENYA;;;;;;;;
15;PAIS VASCO;20;20;GIPUZKOA;904;9040;85;BALIARRAIN;BALIARRAIN;;;;;;;;
07;CASTILLA LA MANCHA;13;13;CIUDAD REAL;22;0224;22;BALLESTEROS DE CALATRAVA;BALLESTEROS DE CALATRAVA;;;;;;;;
02;ARAGÓN;22;22;HUESCA;46;0469;56;BALLOBAR;BALLOBAR;;;;;;;;
15;PAIS VASCO;48;48;BIZKAIA;90;0904;90;BALMASEDA;BALMASEDA;;;;;;;;
17;COMUNIDAD VALENCIANA;03;3;ALICANTE/ALACANT;20;0204;20;BALONES;BALONES;;;;;;;;
07;CASTILLA LA MANCHA;02;2;ALBACETE;13;0138;13;BALSA DE VES;BALSA DE VES;;;;;;;;
09;CATALUÑA;08;8;BARCELONA;18;0180;18;BALSARENY;BALSARENY;;;;;;;;
08;CASTILLA Y LEÓN;34;34;PALENCIA;22;0225;22;BALTANAS;BALTANAS;;;;;;;;
11;GALICIA;32;32;OURENSE;5;0052;6;BALTAR;BALTAR;;;;;;;;
02;ARAGÓN;22;22;HUESCA;47;0475;59;BANASTAS;BANASTAS;;;;;;;;
11;GALICIA;32;32;OURENSE;6;0065;7;BANDE;BANDE;;;;;;;;
04;ISLAS BALEARES;07;7;ILLES BALEARS;7;0070;7;BANYALBUFAR;BANYALBUFAR;;;;;;;;
17;COMUNIDAD VALENCIANA;03;3;ALICANTE/ALACANT;21;0211;21;BANYERES DE MARIOLA;BANYERES DE MARIOLA;;;;;;;;
09;CATALUÑA;43;43;TARRAGONA;20;0206;20;BANYERES DEL PENEDES;BANYERES DEL PENEDES;;;;;;;;
09;CATALUÑA;17;17;GIRONA;15;0157;16;BANYOLES;BANYOLES;;;;;;;;
16;LA RIOJA;26;26;RIOJA (LA);24;0244;24;BAÑARES;BAÑARES;;;;;;;;
08;CASTILLA Y LEÓN;37;37;SALAMANCA;39;0397;39;BAÑOBAREZ;BAÑOBAREZ;;;;;;;;
02;ARAGÓN;44;44;TERUEL;34;0342;34;BAÑON;BAÑON;;;;;;;;
15;PAIS VASCO;01;1;ARABA/ÁLABA;11;0112;11;BAÑOS DE EBRO/MAÑUETA;BAÑOS DE EBRO/MAÑUETA;;;;;;;;
01;ANDALUCIA;23;23;JAÉN;11;0119;11;BAÑOS DE LA ENCINA;BAÑOS DE LA ENCINA;;;;;;;;
11;GALICIA;32;32;OURENSE;7;0071;8;BAÑOS DE MOLGAS;BAÑOS DE MOLGAS;;;;;;;;
10;EXTREMADURA;10;10;CÁCERES;24;0247;25;BAÑOS DE MONTEMAYOR;BAÑOS DE MONTEMAYOR;;;;;;;;
16;LA RIOJA;26;26;RIOJA (LA);26;0260;26;BAÑOS DE RIO TOBIA;BAÑOS DE RIO TOBIA;;;;;;;;
16;LA RIOJA;26;26;RIOJA (LA);25;0257;25;BAÑOS DE RIOJA;BAÑOS DE RIOJA;;;;;;;;
07;CASTILLA LA MANCHA;19;19;GUADALAJARA;48;0485;58;BAÑOS DE TAJO;BAÑOS DE TAJO;;;;;;;;
08;CASTILLA Y LEÓN;09;9;BURGOS;35;0354;36;BAÑOS DE VALDEARADOS;BAÑOS DE VALDEARADOS;;;;;;;;
07;CASTILLA LA MANCHA;19;19;GUADALAJARA;49;0498;59;BAÑUELOS;BAÑUELOS;;;;;;;;
08;CASTILLA Y LEÓN;09;9;BURGOS;36;0367;37;BAÑUELOS DE BUREBA;BAÑUELOS DE BUREBA;;;;;;;;
08;CASTILLA Y LEÓN;34;34;PALENCIA;24;0246;24;BAQUERIN DE CAMPOS;BAQUERIN DE CAMPOS;;;;;;;;
08;CASTILLA Y LEÓN;42;42;SORIA;29;0294;47;Baraona;BARAHONA;;;;;;;;
07;CASTILLA LA MANCHA;16;16;CUENCA;27;0278;27;BARAJAS DE MELO;BARAJAS DE MELO;;;;;;;;
15;PAIS VASCO;48;48;BIZKAIA;13;0139;13;BARAKALDO;BARAKALDO;;;;;;;;
11;GALICIA;27;27;LUGO;901;9019;36;BARALLA;BARALLA;;;;;;;;
14;COMUNIDAD FORAL DE NAVARRA;31;31;NAVARRA;901;9019;901;BARAÑÁIN;BARAÑÁIN;;;;;;;;
14;COMUNIDAD FORAL DE NAVARRA;31;31;NAVARRA;45;0459;45;BARÁSOAIN;BARÁSOAIN;;;;;;;;
11;GALICIA;32;32;OURENSE;8;0087;9;BARBADAS;BARBADAS;;;;;;;;
08;CASTILLA Y LEÓN;37;37;SALAMANCA;40;0401;40;BARBADILLO;BARBADILLO;;;;;;;;
08;CASTILLA Y LEÓN;09;9;BURGOS;37;0373;38;BARBADILLO DE HERREROS;BARBADILLO DE HERREROS;;;;;;;;
08;CASTILLA Y LEÓN;09;9;BURGOS;38;0389;39;BARBADILLO DEL MERCADO;BARBADILLO DEL MERCADO;;;;;;;;
08;CASTILLA Y LEÓN;09;9;BURGOS;39;0392;40;BARBADILLO DEL PEZ;BARBADILLO DEL PEZ;;;;;;;;
08;CASTILLA Y LEÓN;37;37;SALAMANCA;41;0418;41;BARBALOS;BARBALOS;;;;;;;;
14;COMUNIDAD FORAL DE NAVARRA;31;31;NAVARRA;46;0462;46;BARBARIN;BARBARIN;;;;;;;;
02;ARAGÓN;22;22;HUESCA;48;0481;61;BARBASTRO;BARBASTRO;;;;;;;;
01;ANDALUCIA;11;11;CÁDIZ;7;0070;7;BARBATE;BARBATE;;;;;;;;
09;CATALUÑA;25;25;LLEIDA;41;0411;50;BARBENS;BARBENS;;;;;;;;
09;CATALUÑA;43;43;TARRAGONA;21;0213;21;BARBERA DE LA CONCA;BARBERA DE LA CONCA;;;;;;;;
09;CATALUÑA;08;8;BARCELONA;252;2520;252;BARBERA DEL VALLES;BARBERA DEL VALLES;;;;;;;;
02;ARAGÓN;50;50;ZARAGOZA;43;0439;43;BARBOLES;BARBOLES;;;;;;;;
08;CASTILLA Y LEÓN;40;40;SEGOVIA;25;0254;28;BARBOLLA;BARBOLLA;;;;;;;;
02;ARAGÓN;22;22;HUESCA;49;0494;63;BARBUES;BARBUES;;;;;;;;
02;ARAGÓN;22;22;HUESCA;50;0507;64;BARBUÑALES;BARBUÑALES;;;;;;;;
08;CASTILLA Y LEÓN;42;42;SORIA;30;0308;48;BARCA;BARCA;;;;;;;;
02;ARAGÓN;22;22;HUESCA;51;0514;65;BARCABO;BARCABO;;;;;;;;
10;EXTREMADURA;06;6;BADAJOZ;16;0166;16;BARCARROTA;BARCARROTA;;;;;;;;
09;CATALUÑA;08;8;BARCELONA;19;0193;900;BARCELONA;BARCELONA;;;;;;;;
08;CASTILLA Y LEÓN;34;34;PALENCIA;25;0259;25;BARCENA DE CAMPOS;BARCENA DE CAMPOS;;;;;;;;
06;CANTABRIA;39;39;CANTABRIA;9;0092;9;BARCENA DE CICERO;BARCENA DE CICERO;;;;;;;;
06;CANTABRIA;39;39;CANTABRIA;10;0106;10;BARCENA DE PIE DE CONCHA;BARCENA DE PIE DE CONCHA;;;;;;;;
08;CASTILLA Y LEÓN;37;37;SALAMANCA;42;0423;42;BARCEO;BARCEO;;;;;;;;
07;CASTILLA LA MANCHA;16;16;CUENCA;29;0297;29;BARCHIN DEL HOYO;BARCHIN DEL HOYO;;;;;;;;
08;CASTILLA Y LEÓN;47;47;VALLADOLID;13;0133;14;BARCIAL DE LA LOMA;BARCIAL DE LA LOMA;;;;;;;;
08;CASTILLA Y LEÓN;49;49;ZAMORA;19;0198;21;BARCIAL DEL BARCO;BARCIAL DEL BARCO;;;;;;;;
07;CASTILLA LA MANCHA;45;45;TOLEDO;18;0187;18;BARCIENCE;BARCIENCE;;;;;;;;
08;CASTILLA Y LEÓN;42;42;SORIA;31;0315;49;BARCONES;BARCONES;;;;;;;;
02;ARAGÓN;50;50;ZARAGOZA;44;0444;44;BARDALLUR;BARDALLUR;;;;;;;;
06;CANTABRIA;39;39;CANTABRIA;11;0113;11;BAREYO;BAREYO;;;;;;;;
07;CASTILLA LA MANCHA;45;45;TOLEDO;19;0190;19;BARGAS;BARGAS;;;;;;;;
14;COMUNIDAD FORAL DE NAVARRA;31;31;NAVARRA;47;0478;47;BARGOTA;BARGOTA;;;;;;;;
14;COMUNIDAD FORAL DE NAVARRA;31;31;NAVARRA;48;0484;48;BARILLAS;BARILLAS;;;;;;;;
08;CASTILLA Y LEÓN;24;24;LEÓN;11;0114;12;BARJAS;BARJAS;;;;;;;;
05;ISLAS CANARIAS;38;38;SANTA CRUZ DE TENERIFE;7;0070;7;BARLOVENTO;BARLOVENTO;;;;;;;;
17;COMUNIDAD VALENCIANA;12;12;CASTELLÓN/CASTELLÓ;20;0206;20;BARRACAS;BARRACAS;;;;;;;;
02;ARAGÓN;44;44;TERUEL;35;0355;35;BARRACHINA;BARRACHINA;;;;;;;;
08;CASTILLA Y LEÓN;05;5;ÁVILA;22;0224;22;Barraco (El);BARRACO;;;;;;;;
10;EXTREMADURA;10;10;CÁCERES;25;0250;26;BARRADO;BARRADO;;;;;;;;
07;CASTILLA LA MANCHA;02;2;ALBACETE;15;0156;15;BARRAX;BARRAX;;;;;;;;
11;GALICIA;27;27;LUGO;5;0057;5;BARREIROS;BARREIROS;;;;;;;;
15;PAIS VASCO;48;48;BIZKAIA;14;0144;14;BARRIKA;BARRIKA;;;;;;;;
08;CASTILLA Y LEÓN;09;9;BURGOS;41;0413;42;BARRIO DE MUÑO;BARRIO DE MUÑO;;;;;;;;
07;CASTILLA LA MANCHA;19;19;GUADALAJARA;50;0501;60;BARRIOPEDRO;BARRIOPEDRO;;;;;;;;
08;CASTILLA Y LEÓN;09;9;BURGOS;44;0449;45;BARRIOS DE COLINA;BARRIOS DE COLINA;;;;;;;;
11;GALICIA;36;36;PONTEVEDRA;2;0025;2;BARRO;BARRO;;;;;;;;
08;CASTILLA Y LEÓN;05;5;ÁVILA;23;0230;23;BARROMAN;BARROMAN;;;;;;;;
08;CASTILLA Y LEÓN;37;37;SALAMANCA;44;0444;44;BARRUECOPARDO;BARRUECOPARDO;;;;;;;;
08;CASTILLA Y LEÓN;34;34;PALENCIA;27;0278;27;BARRUELO DE SANTULLAN;BARRUELO DE SANTULLAN;;;;;;;;
08;CASTILLA Y LEÓN;47;47;VALLADOLID;14;0148;15;BARRUELO DEL VALLE;BARRUELO DEL VALLE;;;;;;;;
15;PAIS VASCO;01;1;ARABA/ÁLABA;13;0133;13;BARRUNDIA;BARRUNDIA;;;;;;;;
17;COMUNIDAD VALENCIANA;46;46;VALENCIA/VALÈNCIA;46;0462;46;BARX;BARX;;;;;;;;
17;COMUNIDAD VALENCIANA;46;46;VALENCIA/VALÈNCIA;45;0459;45;BARXETA;BARXETA;;;;;;;;
14;COMUNIDAD FORAL DE NAVARRA;31;31;NAVARRA;49;0497;49;BASABURUA;BASABURUA;;;;;;;;
08;CASTILLA Y LEÓN;40;40;SEGOVIA;26;0267;29;BASARDILLA;BASARDILLA;;;;;;;;
15;PAIS VASCO;48;48;BIZKAIA;15;0157;15;BASAURI;BASAURI;;;;;;;;
09;CATALUÑA;17;17;GIRONA;16;0160;18;BASCARA;BASCARA;;;;;;;;
08;CASTILLA Y LEÓN;09;9;BURGOS;45;0452;47;BASCONCILLOS DEL TOZO;BASCONCILLOS DEL TOZO;;;;;;;;
08;CASTILLA Y LEÓN;34;34;PALENCIA;28;0284;28;BASCONES DE OJEDA;BASCONES DE OJEDA;;;;;;;;
08;CASTILLA Y LEÓN;09;9;BURGOS;46;0465;48;BASCUÑANA;BASCUÑANA;;;;;;;;
07;CASTILLA LA MANCHA;16;16;CUENCA;30;0301;30;BASCUÑANA DE SAN PEDRO;BASCUÑANA DE SAN PEDRO;;;;;;;;
09;CATALUÑA;25;25;LLEIDA;44;0447;53;BASSELLA;BASSELLA;;;;;;;;
09;CATALUÑA;43;43;TARRAGONA;22;0228;22;BATEA;BATEA;;;;;;;;
10;EXTREMADURA;06;6;BADAJOZ;17;0172;17;BATERNO;BATERNO;;;;;;;;
12;COMUNIDAD DE MADRID;28;28;MADRID;17;0170;17;BATRES;BATRES;;;;;;;;
09;CATALUÑA;25;25;LLEIDA;45;0450;54;BAUSEN;BAUSEN;;;;;;;;
01;ANDALUCIA;04;4;ALMERÍA;20;0209;20;BAYARCAL;BAYARCAL;;;;;;;;
01;ANDALUCIA;04;4;ALMERÍA;21;0216;21;BAYARQUE;BAYARQUE;;;;;;;;
08;CASTILLA Y LEÓN;42;42;SORIA;32;0320;51;BAYUBAS DE ABAJO;BAYUBAS DE ABAJO;;;;;;;;
08;CASTILLA Y LEÓN;42;42;SORIA;33;0336;52;BAYUBAS DE ARRIBA;BAYUBAS DE ARRIBA;;;;;;;;
01;ANDALUCIA;18;18;GRANADA;23;0233;24;BAZA;BAZA;;;;;;;;
14;COMUNIDAD FORAL DE NAVARRA;31;31;NAVARRA;50;0500;50;BAZTAN;BAZTAN;;;;;;;;
02;ARAGÓN;44;44;TERUEL;36;0368;36;BEA;BEA;;;;;;;;
11;GALICIA;32;32;OURENSE;10;0104;11;BEADE;BEADE;;;;;;;;
07;CASTILLA LA MANCHA;16;16;CUENCA;31;0318;31;BEAMUD;BEAMUD;;;;;;;;
11;GALICIA;32;32;OURENSE;11;0111;12;BEARIZ;BEARIZ;;;;;;;;
01;ANDALUCIA;21;21;HUELVA;11;0118;11;BEAS;BEAS;;;;;;;;
01;ANDALUCIA;18;18;GRANADA;24;0248;25;BEAS DE GRANADA;BEAS DE GRANADA;;;;;;;;
01;ANDALUCIA;18;18;GRANADA;25;0251;26;BEAS DE GUADIX;BEAS DE GUADIX;;;;;;;;
01;ANDALUCIA;23;23;JAÉN;12;0124;12;BEAS DE SEGURA;BEAS DE SEGURA;;;;;;;;
15;PAIS VASCO;20;20;GIPUZKOA;19;0198;19;BEASAIN;BEASAIN;;;;;;;;
08;CASTILLA Y LEÓN;05;5;ÁVILA;24;0245;24;BECEDAS;BECEDAS;;;;;;;;
08;CASTILLA Y LEÓN;05;5;ÁVILA;25;0258;25;BECEDILLAS;BECEDILLAS;;;;;;;;
02;ARAGÓN;44;44;TERUEL;37;0374;37;BECEITE;BECEITE;;;;;;;;
11;GALICIA;27;27;LUGO;6;0060;6;BECERREA;BECERREA;;;;;;;;
08;CASTILLA Y LEÓN;34;34;PALENCIA;29;0297;29;BECERRIL DE CAMPOS;BECERRIL DE CAMPOS;;;;;;;;
12;COMUNIDAD DE MADRID;28;28;MADRID;18;0186;18;BECERRIL DE LA SIERRA;BECERRIL DE LA SIERRA;;;;;;;;
08;CASTILLA Y LEÓN;47;47;VALLADOLID;15;0151;16;BECILLA DE VALDERADUEY;BECILLA DE VALDERADUEY;;;;;;;;
01;ANDALUCIA;04;4;ALMERÍA;22;0221;22;BEDAR;BEDAR;;;;;;;;
15;PAIS VASCO;48;48;BIZKAIA;92;0926;92;BEDIA;BEDIA;;;;;;;;
01;ANDALUCIA;23;23;JAÉN;902;9027;13;Bedmar y Garciez;BEDMAR-GARCIEZ;;;;;;;;
01;ANDALUCIA;23;23;JAÉN;14;0145;14;BEGIJAR;BEGIJAR;;;;;;;;
11;GALICIA;27;27;LUGO;7;0076;7;BEGONTE;BEGONTE;;;;;;;;
09;CATALUÑA;08;8;BARCELONA;20;0207;20;BEGUES;BEGUES;;;;;;;;
09;CATALUÑA;17;17;GIRONA;13;0139;14;BEGUR;BEGUR;;;;;;;;
14;COMUNIDAD FORAL DE NAVARRA;31;31;NAVARRA;51;0517;51;BEIRE;BEIRE;;;;;;;;
01;ANDALUCIA;04;4;ALMERÍA;23;0237;23;BEIRES;BEIRES;;;;;;;;
15;PAIS VASCO;20;20;GIPUZKOA;20;0202;20;BEIZAMA;BEIZAMA;;;;;;;;
08;CASTILLA Y LEÓN;37;37;SALAMANCA;46;0460;46;BEJAR;BEJAR;;;;;;;;
17;COMUNIDAD VALENCIANA;12;12;CASTELLÓN/CASTELLÓ;22;0228;22;BEJIS;BEJIS;;;;;;;;
01;ANDALUCIA;14;14;CÓRDOBA;8;0082;8;BELALCAZAR;BELALCAZAR;;;;;;;;
14;COMUNIDAD FORAL DE NAVARRA;31;31;NAVARRA;52;0522;52;BELASCOÁIN;BELASCOÁIN;;;;;;;;
15;PAIS VASCO;20;20;GIPUZKOA;21;0219;21;BELAUNTZA;BELAUNTZA;;;;;;;;
