CCAA;Nombre CCAA;Cod_Provincia_INE;Cod_Provincia_Catastro;Nombre Provincia;Cod_Municipio_Ine_Corto;Cod_Municipio_Ine;Cod_Municipio_Catastro;Nombre Municipio_Ine;Nombre Municipio_Catastro;;;;;;;;
08;CASTILLA Y LEÓN;05;5;ÁVILA;125;1257;125;MENGAMUÑOZ;MENGAMUÑOZ;;;;;;;;
01;ANDALUCIA;23;23;JAÉN;61;0618;61;MENGIBAR;MENGIBAR;;;;;;;;
07;CASTILLA LA MANCHA;45;45;TOLEDO;99;0993;100;MENTRIDA;MENTRIDA;;;;;;;;
02;ARAGÓN;50;50;ZARAGOZA;165;1651;166;MEQUINENZA;MEQUINENZA;;;;;;;;
09;CATALUÑA;17;17;GIRONA;99;0998;105;MERANGES;MERANGES;;;;;;;;
10;EXTREMADURA;06;6;BADAJOZ;83;0830;83;MERIDA;MERIDA;;;;;;;;
08;CASTILLA Y LEÓN;09;9;BURGOS;903;9033;473;Villarcayo de Merindad de Castilla la Vieja;MERINDAD CAST. VIE VILLARCAYO;;;;;;;;
08;CASTILLA Y LEÓN;09;9;BURGOS;213;2138;218;Merindad de Cuesta-Urria;MERINDAD DE CUESTA URRIA;;;;;;;;
08;CASTILLA Y LEÓN;09;9;BURGOS;214;2143;219;MERINDAD DE MONTIJA;MERINDAD DE MONTIJA;;;;;;;;
08;CASTILLA Y LEÓN;09;9;BURGOS;906;9064;409;MERINDAD DE RIO UBIERNA;MERINDAD DE RIO UBIERNA;;;;;;;;
08;CASTILLA Y LEÓN;09;9;BURGOS;215;2156;220;MERINDAD DE SOTOSCUEVA;MERINDAD DE SOTOSCUEVA;;;;;;;;
08;CASTILLA Y LEÓN;09;9;BURGOS;216;2169;221;MERINDAD DE VALDEPORRES;MERINDAD DE VALDEPORRES;;;;;;;;
08;CASTILLA Y LEÓN;09;9;BURGOS;217;2175;222;MERINDAD DE VALDIVIELSO;MERINDAD DE VALDIVIELSO;;;;;;;;
06;CANTABRIA;39;39;CANTABRIA;43;0438;43;MERUELO;MERUELO;;;;;;;;
10;EXTREMADURA;10;10;CÁCERES;120;1203;123;MESAS DE IBOR;MESAS DE IBOR;;;;;;;;
08;CASTILLA Y LEÓN;05;5;ÁVILA;126;1260;126;MESEGAR DE CORNEJA;MESEGAR DE CORNEJA;;;;;;;;
07;CASTILLA LA MANCHA;45;45;TOLEDO;100;1007;101;MESEGAR DE TAJO;MESEGAR DE TAJO;;;;;;;;
11;GALICIA;15;15;CORUÑA (A);47;0471;48;MESIA;MESIA;;;;;;;;
02;ARAGÓN;50;50;ZARAGOZA;166;1664;167;MESONES DE ISUELA;MESONES DE ISUELA;;;;;;;;
07;CASTILLA LA MANCHA;13;13;CIUDAD REAL;55;0551;55;MESTANZA;MESTANZA;;;;;;;;
14;COMUNIDAD FORAL DE NAVARRA;31;31;NAVARRA;168;1688;168;METAUTEN;METAUTEN;;;;;;;;
02;ARAGÓN;50;50;ZARAGOZA;167;1670;168;MEZALOCHA;MEZALOCHA;;;;;;;;
02;ARAGÓN;44;44;TERUEL;148;1487;155;MEZQUITA DE JARQUE;MEZQUITA DE JARQUE;;;;;;;;
10;EXTREMADURA;10;10;CÁCERES;121;1210;124;MIAJADAS;MIAJADAS;;;;;;;;
02;ARAGÓN;50;50;ZARAGOZA;168;1686;169;MIANOS;MIANOS;;;;;;;;
08;CASTILLA Y LEÓN;49;49;ZAMORA;117;1178;130;MICERECES DE TERA;MICERECES DE TERA;;;;;;;;
08;CASTILLA Y LEÓN;34;34;PALENCIA;107;1071;107;MICIECES DE OJEDA;MICIECES DE OJEDA;;;;;;;;
02;ARAGÓN;50;50;ZARAGOZA;169;1699;170;Miedes de Aragón;MIEDES;;;;;;;;
07;CASTILLA LA MANCHA;19;19;GUADALAJARA;181;1811;212;MIEDES DE ATIENZA;MIEDES DE ATIENZA;;;;;;;;
06;CANTABRIA;39;39;CANTABRIA;44;0443;44;MIENGO;MIENGO;;;;;;;;
06;CANTABRIA;39;39;CANTABRIA;45;0456;45;MIERA;MIERA;;;;;;;;
03;PRINCIPADO DE ASTURIAS;33;33;ASTURIAS;37;1058;37;MIERES;MIERES;;;;;;;;
09;CATALUÑA;17;17;GIRONA;105;1058;112;MIERES;MIERES;;;;;;;;
08;CASTILLA Y LEÓN;37;37;SALAMANCA;190;1909;191;MIEZA;MIEZA;;;;;;;;
07;CASTILLA LA MANCHA;45;45;TOLEDO;101;1014;102;MIGUEL ESTEBAN;MIGUEL ESTEBAN;;;;;;;;
08;CASTILLA Y LEÓN;40;40;SEGOVIA;128;1288;148;MIGUELAÑEZ;MIGUELAÑEZ;;;;;;;;
07;CASTILLA LA MANCHA;13;13;CIUDAD REAL;56;0564;56;MIGUELTURRA;MIGUELTURRA;;;;;;;;
08;CASTILLA Y LEÓN;05;5;ÁVILA;127;1276;127;MIJARES;MIJARES;;;;;;;;
01;ANDALUCIA;29;29;MÁLAGA;70;0705;70;MIJAS;MIJAS;;;;;;;;
14;COMUNIDAD FORAL DE NAVARRA;31;31;NAVARRA;169;1691;169;MILAGRO;MILAGRO;;;;;;;;
08;CASTILLA Y LEÓN;09;9;BURGOS;218;2181;223;MILAGROS;MILAGROS;;;;;;;;
08;CASTILLA Y LEÓN;37;37;SALAMANCA;191;1916;192;Milano (El);MILANO;;;;;;;;
07;CASTILLA LA MANCHA;19;19;GUADALAJARA;184;1847;215;MILLANA;MILLANA;;;;;;;;
10;EXTREMADURA;10;10;CÁCERES;122;1225;125;MILLANES;MILLANES;;;;;;;;
17;COMUNIDAD VALENCIANA;46;46;VALENCIA/VALÈNCIA;167;1672;169;MILLARES;MILLARES;;;;;;;;
17;COMUNIDAD VALENCIANA;03;3;ALICANTE/ALACANT;86;0860;86;MILLENA;MILLENA;;;;;;;;
08;CASTILLA Y LEÓN;49;49;ZAMORA;118;1184;131;MILLES DE LA POLVOROSA;MILLES DE LA POLVOROSA;;;;;;;;
07;CASTILLA LA MANCHA;19;19;GUADALAJARA;183;1832;214;MILMARCOS;MILMARCOS;;;;;;;;
01;ANDALUCIA;21;21;HUELVA;49;0499;49;MINAS DE RIOTINTO;MINAS DE RIOTINTO;;;;;;;;
07;CASTILLA LA MANCHA;02;2;ALBACETE;48;0485;48;MINAYA;MINAYA;;;;;;;;
07;CASTILLA LA MANCHA;16;16;CUENCA;125;1258;133;MINGLANILLA;MINGLANILLA;;;;;;;;
08;CASTILLA Y LEÓN;05;5;ÁVILA;128;1282;128;MINGORRIA;MINGORRIA;;;;;;;;
11;GALICIA;15;15;CORUÑA (A);48;0487;49;MIÑO;MIÑO;;;;;;;;
08;CASTILLA Y LEÓN;42;42;SORIA;115;1157;190;MIÑO DE MEDINACELI;MIÑO DE MEDINACELI;;;;;;;;
08;CASTILLA Y LEÓN;42;42;SORIA;116;1160;191;MIÑO DE SAN ESTEBAN;MIÑO DE SAN ESTEBAN;;;;;;;;
07;CASTILLA LA MANCHA;16;16;CUENCA;126;1261;134;MIRA;MIRA;;;;;;;;
10;EXTREMADURA;10;10;CÁCERES;123;1231;126;MIRABEL;MIRABEL;;;;;;;;
07;CASTILLA LA MANCHA;19;19;GUADALAJARA;186;1863;217;MIRABUENO;MIRABUENO;;;;;;;;
12;COMUNIDAD DE MADRID;28;28;MADRID;85;0856;85;MIRAFLORES DE LA SIERRA;MIRAFLORES DE LA SIERRA;;;;;;;;
14;COMUNIDAD FORAL DE NAVARRA;31;31;NAVARRA;170;1705;170;MIRAFUENTES;MIRAFUENTES;;;;;;;;
09;CATALUÑA;25;25;LLEIDA;135;1351;170;MIRALCAMP;MIRALCAMP;;;;;;;;
07;CASTILLA LA MANCHA;19;19;GUADALAJARA;187;1879;218;MIRALRIO;MIRALRIO;;;;;;;;
17;COMUNIDAD VALENCIANA;46;46;VALENCIA/VALÈNCIA;168;1688;170;MIRAMAR;MIRAMAR;;;;;;;;
02;ARAGÓN;44;44;TERUEL;149;1490;157;MIRAMBEL;MIRAMBEL;;;;;;;;
14;COMUNIDAD FORAL DE NAVARRA;31;31;NAVARRA;171;1712;171;MIRANDA DE ARGA;MIRANDA DE ARGA;;;;;;;;
08;CASTILLA Y LEÓN;37;37;SALAMANCA;192;1921;193;MIRANDA DE AZAN;MIRANDA DE AZAN;;;;;;;;
08;CASTILLA Y LEÓN;09;9;BURGOS;219;2194;224;MIRANDA DE EBRO;MIRANDA DE EBRO;;;;;;;;
08;CASTILLA Y LEÓN;37;37;SALAMANCA;193;1937;194;MIRANDA DEL CASTAÑAR;MIRANDA DEL CASTAÑAR;;;;;;;;
10;EXTREMADURA;06;6;BADAJOZ;84;0845;84;MIRANDILLA;MIRANDILLA;;;;;;;;
08;CASTILLA Y LEÓN;09;9;BURGOS;220;2208;225;MIRAVECHE;MIRAVECHE;;;;;;;;
09;CATALUÑA;43;43;TARRAGONA;84;0846;85;MIRAVET;MIRAVET;;;;;;;;
02;ARAGÓN;44;44;TERUEL;150;1503;158;MIRAVETE DE LA SIERRA;MIRAVETE DE LA SIERRA;;;;;;;;
08;CASTILLA Y LEÓN;05;5;ÁVILA;130;1309;130;MIRONCILLO;MIRONCILLO;;;;;;;;
08;CASTILLA Y LEÓN;05;5;ÁVILA;131;1316;131;MIRUEÑA DE LOS INFANZONES;MIRUEÑA DE LOS INFANZONES;;;;;;;;
17;COMUNIDAD VALENCIANA;46;46;VALENCIA/VALÈNCIA;169;1691;171;MISLATA;MISLATA;;;;;;;;
11;GALICIA;36;36;PONTEVEDRA;29;0293;29;MOAÑA;MOAÑA;;;;;;;;
07;CASTILLA LA MANCHA;45;45;TOLEDO;102;1029;103;MOCEJON;MOCEJON;;;;;;;;
07;CASTILLA LA MANCHA;19;19;GUADALAJARA;188;1885;219;MOCHALES;MOCHALES;;;;;;;;
01;ANDALUCIA;18;18;GRANADA;132;1324;133;MOCLIN;MOCLIN;;;;;;;;
01;ANDALUCIA;29;29;MÁLAGA;71;0712;71;MOCLINEJO;MOCLINEJO;;;;;;;;
08;CASTILLA Y LEÓN;09;9;BURGOS;221;2215;226;MODUBAR DE LA EMPAREDADA;MODUBAR DE LA EMPAREDADA;;;;;;;;
11;GALICIA;15;15;CORUÑA (A);49;0490;50;MOECHE;MOECHE;;;;;;;;
05;ISLAS CANARIAS;35;35;PALMAS (LAS);12;0120;13;MOGAN;MOGAN;;;;;;;;
08;CASTILLA Y LEÓN;37;37;SALAMANCA;194;1942;195;MOGARRAZ;MOGARRAZ;;;;;;;;
01;ANDALUCIA;21;21;HUELVA;50;0502;50;MOGUER;MOGUER;;;;;;;;
10;EXTREMADURA;10;10;CÁCERES;124;1246;127;MOHEDAS DE GRANADILLA;MOHEDAS DE GRANADILLA;;;;;;;;
07;CASTILLA LA MANCHA;45;45;TOLEDO;103;1035;104;MOHEDAS DE LA JARA;MOHEDAS DE LA JARA;;;;;;;;
07;CASTILLA LA MANCHA;19;19;GUADALAJARA;189;1898;220;MOHERNANDO;MOHERNANDO;;;;;;;;
09;CATALUÑA;08;8;BARCELONA;138;1385;137;MOIA;MOIA;;;;;;;;
17;COMUNIDAD VALENCIANA;46;46;VALENCIA/VALÈNCIA;170;1705;172;Mogente/Moixent;MOIXENT / MOGENTE;;;;;;;;
01;ANDALUCIA;04;4;ALMERÍA;64;0643;64;MOJACAR;MOJACAR;;;;;;;;
08;CASTILLA Y LEÓN;47;47;VALLADOLID;90;0908;91;MOJADOS;MOJADOS;;;;;;;;
08;CASTILLA Y LEÓN;49;49;ZAMORA;119;1197;133;MOLACILLOS;MOLACILLOS;;;;;;;;
08;CASTILLA Y LEÓN;49;49;ZAMORA;120;1201;134;MOLEZUELAS DE LA CARBALLEDA;MOLEZUELAS DE LA CARBALLEDA;;;;;;;;
07;CASTILLA LA MANCHA;19;19;GUADALAJARA;190;1902;221;MOLINA DE ARAGON;MOLINA DE ARAGON;;;;;;;;
13;REGION DE MURCIA;30;30;MURCIA;27;0275;27;MOLINA DE SEGURA;MOLINA DE SEGURA;;;;;;;;
08;CASTILLA Y LEÓN;24;24;LEÓN;100;1008;102;MOLINASECA;MOLINASECA;;;;;;;;
07;CASTILLA LA MANCHA;02;2;ALBACETE;49;0498;49;MOLINICOS;MOLINICOS;;;;;;;;
08;CASTILLA Y LEÓN;37;37;SALAMANCA;195;1955;196;MOLINILLO;MOLINILLO;;;;;;;;
02;ARAGÓN;44;44;TERUEL;151;1510;159;MOLINOS;MOLINOS;;;;;;;;
08;CASTILLA Y LEÓN;42;42;SORIA;117;1176;193;MOLINOS DE DUERO;MOLINOS DE DUERO;;;;;;;;
09;CATALUÑA;08;8;BARCELONA;123;1234;122;MOLINS DE REI;MOLINS DE REI;;;;;;;;
06;CANTABRIA;39;39;CANTABRIA;46;0469;46;MOLLEDO;MOLLEDO;;;;;;;;
09;CATALUÑA;25;25;LLEIDA;137;1370;172;MOLLERUSSA;MOLLERUSSA;;;;;;;;
09;CATALUÑA;08;8;BARCELONA;124;1249;123;MOLLET DEL VALLES;MOLLET DEL VALLES;;;;;;;;
09;CATALUÑA;17;17;GIRONA;106;1061;113;Mollet de Peralada;MOLLET PERALADA;;;;;;;;
01;ANDALUCIA;29;29;MÁLAGA;72;0727;72;MOLLINA;MOLLINA;;;;;;;;
09;CATALUÑA;17;17;GIRONA;107;1077;114;MOLLO;MOLLO;;;;;;;;
01;ANDALUCIA;18;18;GRANADA;133;1330;134;MOLVIZAR;MOLVIZAR;;;;;;;;
08;CASTILLA Y LEÓN;05;5;ÁVILA;132;1321;132;MOMBELTRAN;MOMBELTRAN;;;;;;;;
08;CASTILLA Y LEÓN;42;42;SORIA;118;1182;194;MOMBLONA;MOMBLONA;;;;;;;;
08;CASTILLA Y LEÓN;49;49;ZAMORA;121;1218;135;MOMBUEY;MOMBUEY;;;;;;;;
01;ANDALUCIA;18;18;GRANADA;134;1345;135;MONACHIL;MONACHIL;;;;;;;;
07;CASTILLA LA MANCHA;19;19;GUADALAJARA;191;1919;222;MONASTERIO;MONASTERIO;;;;;;;;
08;CASTILLA Y LEÓN;09;9;BURGOS;223;2236;228;MONASTERIO DE LA SIERRA;MONASTERIO DE LA SIERRA;;;;;;;;
08;CASTILLA Y LEÓN;09;9;BURGOS;224;2241;229;MONASTERIO DE RODILLA;MONASTERIO DE RODILLA;;;;;;;;
08;CASTILLA Y LEÓN;47;47;VALLADOLID;91;0915;92;MONASTERIO DE VEGA;MONASTERIO DE VEGA;;;;;;;;
17;COMUNIDAD VALENCIANA;46;46;VALENCIA/VALÈNCIA;171;1712;173;MONCADA;MONCADA;;;;;;;;
08;CASTILLA Y LEÓN;09;9;BURGOS;225;2254;230;MONCALVILLO;MONCALVILLO;;;;;;;;
17;COMUNIDAD VALENCIANA;12;12;CASTELLÓN/CASTELLÓ;77;0770;77;MONCOFA;MONCOFA;;;;;;;;
01;ANDALUCIA;29;29;MÁLAGA;73;0733;73;MONDA;MONDA;;;;;;;;
11;GALICIA;36;36;PONTEVEDRA;30;0307;30;MONDARIZ;MONDARIZ;;;;;;;;
11;GALICIA;36;36;PONTEVEDRA;31;0314;31;MONDARIZ-BALNEARIO;MONDARIZ-BALNEARIO;;;;;;;;
07;CASTILLA LA MANCHA;19;19;GUADALAJARA;192;1924;223;MONDEJAR;MONDEJAR;;;;;;;;
11;GALICIA;27;27;LUGO;30;0305;30;MONDOÑEDO;MONDOÑEDO;;;;;;;;
02;ARAGÓN;50;50;ZARAGOZA;170;1703;171;MONEGRILLO;MONEGRILLO;;;;;;;;
02;ARAGÓN;22;22;HUESCA;155;1552;215;MONESMA Y CAJIGAR;MONESMA Y CAJIGAR;;;;;;;;
10;EXTREMADURA;06;6;BADAJOZ;85;0858;85;MONESTERIO;MONESTERIO;;;;;;;;
02;ARAGÓN;50;50;ZARAGOZA;171;1710;172;MONEVA;MONEVA;;;;;;;;
08;CASTILLA Y LEÓN;49;49;ZAMORA;122;1223;136;MONFARRACINOS;MONFARRACINOS;;;;;;;;
11;GALICIA;15;15;CORUÑA (A);50;0503;51;MONFERO;MONFERO;;;;;;;;
02;ARAGÓN;22;22;HUESCA;156;1565;216;MONFLORITE-LASCASAS;MONFLORITE-LASCASAS;;;;;;;;
08;CASTILLA Y LEÓN;37;37;SALAMANCA;196;1968;197;MONFORTE DE LA SIERRA;MONFORTE DE LA SIERRA;;;;;;;;
11;GALICIA;27;27;LUGO;31;0312;31;MONFORTE DE LEMOS;MONFORTE DE LEMOS;;;;;;;;
02;ARAGÓN;44;44;TERUEL;152;1525;160;MONFORTE DE MOYUELA;MONFORTE DE MOYUELA;;;;;;;;
17;COMUNIDAD VALENCIANA;03;3;ALICANTE/ALACANT;88;0882;88;MONFORTE DEL CID;MONFORTE DEL CID;;;;;;;;
09;CATALUÑA;08;8;BARCELONA;128;1287;127;MONISTROL DE CALDERS;MONISTROL DE CALDERS;;;;;;;;
09;CATALUÑA;08;8;BARCELONA;127;1271;126;MONISTROL DE MONTSERRAT;MONISTROL DE MONTSERRAT;;;;;;;;
08;CASTILLA Y LEÓN;37;37;SALAMANCA;197;1974;198;MONLEON;MONLEON;;;;;;;;
08;CASTILLA Y LEÓN;37;37;SALAMANCA;198;1980;199;MONLERAS;MONLERAS;;;;;;;;
17;COMUNIDAD VALENCIANA;03;3;ALICANTE/ALACANT;89;0895;89;MONOVAR/MONOVER;MONOVAR/MONOVER;;;;;;;;
14;COMUNIDAD FORAL DE NAVARRA;31;31;NAVARRA;172;1727;172;MONREAL;MONREAL;;;;;;;;
02;ARAGÓN;50;50;ZARAGOZA;172;1725;173;MONREAL DE ARIZA;MONREAL DE ARIZA;;;;;;;;
02;ARAGÓN;44;44;TERUEL;153;1531;161;MONREAL DEL CAMPO;MONREAL DEL CAMPO;;;;;;;;
07;CASTILLA LA MANCHA;16;16;CUENCA;128;1283;137;MONREAL DEL LLANO;MONREAL DEL LLANO;;;;;;;;
10;EXTREMADURA;10;10;CÁCERES;125;1259;128;MONROY;MONROY;;;;;;;;
02;ARAGÓN;44;44;TERUEL;154;1546;162;MONROYO;MONROYO;;;;;;;;
08;CASTILLA Y LEÓN;37;37;SALAMANCA;199;1993;200;MONSAGRO;MONSAGRO;;;;;;;;
08;CASTILLA Y LEÓN;05;5;ÁVILA;133;1337;133;MONSALUPE;MONSALUPE;;;;;;;;
09;CATALUÑA;17;17;GIRONA;109;1096;116;MONTAGUT I OIX;MONTAGUT I OIX;;;;;;;;
02;ARAGÓN;44;44;TERUEL;155;1559;163;MONTALBAN;MONTALBAN;;;;;;;;
01;ANDALUCIA;14;14;CÓRDOBA;40;0403;40;MONTALBAN DE CORDOBA;MONTALBAN DE CORDOBA;;;;;;;;
07;CASTILLA LA MANCHA;16;16;CUENCA;129;1296;138;MONTALBANEJO;MONTALBANEJO;;;;;;;;
07;CASTILLA LA MANCHA;16;16;CUENCA;130;1300;139;MONTALBO;MONTALBO;;;;;;;;
07;CASTILLA LA MANCHA;02;2;ALBACETE;50;0501;50;MONTALVOS;MONTALVOS;;;;;;;;
08;CASTILLA Y LEÓN;49;49;ZAMORA;123;1239;137;MONTAMARTA;MONTAMARTA;;;;;;;;
17;COMUNIDAD VALENCIANA;12;12;CASTELLÓN/CASTELLÓ;78;0786;78;MONTAN;MONTAN;;;;;;;;
10;EXTREMADURA;10;10;CÁCERES;126;1262;129;MONTANCHEZ;MONTANCHEZ;;;;;;;;
17;COMUNIDAD VALENCIANA;12;12;CASTELLÓN/CASTELLÓ;79;0799;79;MONTANEJOS;MONTANEJOS;;;;;;;;
02;ARAGÓN;22;22;HUESCA;157;1571;217;MONTANUY;MONTANUY;;;;;;;;
07;CASTILLA LA MANCHA;19;19;GUADALAJARA;193;1930;224;MONTARRON;MONTARRON;;;;;;;;
17;COMUNIDAD VALENCIANA;46;46;VALENCIA/VALÈNCIA;173;1733;175;MONTAVERNER;MONTAVERNER;;;;;;;;
09;CATALUÑA;43;43;TARRAGONA;86;0862;87;MONTBLANC;MONTBLANC;;;;;;;;
09;CATALUÑA;43;43;TARRAGONA;88;0884;89;MONTBRIO DEL CAMP;MONTBRIO DEL CAMP;;;;;;;;
09;CATALUÑA;08;8;BARCELONA;125;1252;124;MONTCADA I REIXAC;MONTCADA I REIXAC;;;;;;;;
09;CATALUÑA;08;8;BARCELONA;130;1304;129;MONTCLAR;MONTCLAR;;;;;;;;
14;COMUNIDAD FORAL DE NAVARRA;31;31;NAVARRA;173;1733;173;MONTEAGUDO;MONTEAGUDO;;;;;;;;
07;CASTILLA LA MANCHA;16;16;CUENCA;131;1317;140;MONTEAGUDO DE LAS SALINAS;MONTEAGUDO DE LAS SALINAS;;;;;;;;
08;CASTILLA Y LEÓN;42;42;SORIA;119;1195;195;MONTEAGUDO DE LAS VICARIAS;MONTEAGUDO DE LAS VICARIAS;;;;;;;;
02;ARAGÓN;44;44;TERUEL;156;1562;164;MONTEAGUDO DEL CASTILLO;MONTEAGUDO DEL CASTILLO;;;;;;;;
08;CASTILLA Y LEÓN;47;47;VALLADOLID;92;0920;93;MONTEALEGRE DE CAMPOS;MONTEALEGRE DE CAMPOS;;;;;;;;
07;CASTILLA LA MANCHA;02;2;ALBACETE;51;0518;51;MONTEALEGRE DEL CASTILLO;MONTEALEGRE DEL CASTILLO;;;;;;;;
07;CASTILLA LA MANCHA;45;45;TOLEDO;104;1040;105;MONTEARAGON;MONTEARAGON;;;;;;;;
11;GALICIA;32;32;OURENSE;49;0492;50;MONTEDERRAMO;MONTEDERRAMO;;;;;;;;
01;ANDALUCIA;18;18;GRANADA;135;1358;137;MONTEFRIO;MONTEFRIO;;;;;;;;
10;EXTREMADURA;10;10;CÁCERES;127;1278;130;MONTEHERMOSO;MONTEHERMOSO;;;;;;;;
01;ANDALUCIA;29;29;MÁLAGA;74;0748;74;MONTEJAQUE;MONTEJAQUE;;;;;;;;
01;ANDALUCIA;18;18;GRANADA;136;1361;138;MONTEJICAR;MONTEJICAR;;;;;;;;
08;CASTILLA Y LEÓN;37;37;SALAMANCA;200;2007;201;MONTEJO;MONTEJO;;;;;;;;
08;CASTILLA Y LEÓN;40;40;SEGOVIA;129;1291;150;MONTEJO DE AREVALO;MONTEJO DE AREVALO;;;;;;;;
12;COMUNIDAD DE MADRID;28;28;MADRID;88;0881;88;MONTEJO DE LA SIERRA;MONTEJO DE LA SIERRA;;;;;;;;
08;CASTILLA Y LEÓN;40;40;SEGOVIA;130;1305;151;Montejo de la Vega de la Serrezuela;MONTEJO DE LA VEGA DE LA SERRE;;;;;;;;
08;CASTILLA Y LEÓN;42;42;SORIA;120;1209;196;MONTEJO DE TIERMES;MONTEJO DE TIERMES;;;;;;;;
09;CATALUÑA;25;25;LLEIDA;139;1399;177;MONTELLA I MARTINET;MONTELLA I MARTINET;;;;;;;;
01;ANDALUCIA;41;41;SEVILLA;64;0649;64;MONTELLANO;MONTELLANO;;;;;;;;
01;ANDALUCIA;14;14;CÓRDOBA;41;0410;41;MONTEMAYOR;MONTEMAYOR;;;;;;;;
08;CASTILLA Y LEÓN;47;47;VALLADOLID;93;0936;94;MONTEMAYOR DE PILILLA;MONTEMAYOR DE PILILLA;;;;;;;;
08;CASTILLA Y LEÓN;37;37;SALAMANCA;201;2014;202;MONTEMAYOR DEL RIO;MONTEMAYOR DEL RIO;;;;;;;;
10;EXTREMADURA;06;6;BADAJOZ;86;0861;86;MONTEMOLIN;MONTEMOLIN;;;;;;;;
08;CASTILLA Y LEÓN;42;42;SORIA;121;1216;197;MONTENEGRO DE CAMEROS;MONTENEGRO DE CAMEROS;;;;;;;;
02;ARAGÓN;50;50;ZARAGOZA;173;1731;174;MONTERDE;MONTERDE;;;;;;;;
02;ARAGÓN;44;44;TERUEL;157;1578;165;MONTERDE DE ALBARRACIN;MONTERDE DE ALBARRACIN;;;;;;;;
11;GALICIA;32;32;OURENSE;50;0505;51;MONTERREI;MONTERREI;;;;;;;;
11;GALICIA;27;27;LUGO;32;0327;32;MONTERROSO;MONTERROSO;;;;;;;;
08;CASTILLA Y LEÓN;40;40;SEGOVIA;131;1312;152;MONTERRUBIO;MONTERRUBIO;;;;;;;;
08;CASTILLA Y LEÓN;37;37;SALAMANCA;202;2029;203;Monterrubio de Armuña;MONTERRUBIO DE LA ARMUÑA;;;;;;;;
08;CASTILLA Y LEÓN;09;9;BURGOS;226;2267;231;MONTERRUBIO DE LA DEMANDA;MONTERRUBIO DE LA DEMANDA;;;;;;;;
10;EXTREMADURA;06;6;BADAJOZ;87;0877;87;MONTERRUBIO DE LA SERENA;MONTERRUBIO DE LA SERENA;;;;;;;;
08;CASTILLA Y LEÓN;37;37;SALAMANCA;203;2035;204;MONTERRUBIO DE LA SIERRA;MONTERRUBIO DE LA SIERRA;;;;;;;;
17;COMUNIDAD VALENCIANA;46;46;VALENCIA/VALÈNCIA;174;1748;176;MONTESA;MONTESA;;;;;;;;
07;CASTILLA LA MANCHA;45;45;TOLEDO;105;1053;106;MONTESCLAROS;MONTESCLAROS;;;;;;;;
09;CATALUÑA;08;8;BARCELONA;131;1311;130;MONTESQUIU;MONTESQUIU;;;;;;;;
09;CATALUÑA;25;25;LLEIDA;140;1403;28;MONTFERRER I CASTELLBO;MONTFERRER I CASTELLBO;;;;;;;;
09;CATALUÑA;43;43;TARRAGONA;89;0897;90;MONTFERRI;MONTFERRI;;;;;;;;
09;CATALUÑA;25;25;LLEIDA;138;1386;174;MONTGAI;MONTGAI;;;;;;;;
09;CATALUÑA;08;8;BARCELONA;126;1265;125;MONTGAT;MONTGAT;;;;;;;;
07;CASTILLA LA MANCHA;13;13;CIUDAD REAL;57;0570;57;MONTIEL;MONTIEL;;;;;;;;
10;EXTREMADURA;06;6;BADAJOZ;88;0883;88;MONTIJO;MONTIJO;;;;;;;;
01;ANDALUCIA;14;14;CÓRDOBA;42;0425;42;MONTILLA;MONTILLA;;;;;;;;
01;ANDALUCIA;18;18;GRANADA;137;1377;139;MONTILLANA;MONTILLANA;;;;;;;;
17;COMUNIDAD VALENCIANA;46;46;VALENCIA/VALÈNCIA;175;1751;177;MONTITXELVO/MONTICHELVO;MONTITXELVO/MONTICHELVO;;;;;;;;
01;ANDALUCIA;23;23;JAÉN;62;0623;62;MONTIZON;MONTIZON;;;;;;;;
09;CATALUÑA;08;8;BARCELONA;132;1326;131;MONTMAJOR;MONTMAJOR;;;;;;;;
09;CATALUÑA;08;8;BARCELONA;133;1332;132;MONTMANEU;MONTMANEU;;;;;;;;
09;CATALUÑA;08;8;BARCELONA;135;1350;134;MONTMELO;MONTMELO;;;;;;;;
09;CATALUÑA;25;25;LLEIDA;142;1425;179;MONTOLIU DE LLEIDA;MONTOLIU DE LLEIDA;;;;;;;;
09;CATALUÑA;25;25;LLEIDA;141;1410;178;MONTOLIU DE SEGARRA;MONTOLIU DE SEGARRA;;;;;;;;
02;ARAGÓN;50;50;ZARAGOZA;174;1746;175;MONTON;MONTON;;;;;;;;
08;CASTILLA Y LEÓN;09;9;BURGOS;227;2273;232;MONTORIO;MONTORIO;;;;;;;;
09;CATALUÑA;25;25;LLEIDA;143;1431;180;MONTORNES DE SEGARRA;MONTORNES DE SEGARRA;;;;;;;;
09;CATALUÑA;08;8;BARCELONA;136;1363;135;MONTORNES DEL VALLES;MONTORNES DEL VALLES;;;;;;;;
01;ANDALUCIA;14;14;CÓRDOBA;43;0431;43;MONTORO;MONTORO;;;;;;;;
09;CATALUÑA;43;43;TARRAGONA;91;0918;92;MONT-RAL;MONT-RAL;;;;;;;;
09;CATALUÑA;17;17;GIRONA;110;1100;117;MONT-RAS;MONT-RAS;;;;;;;;
17;COMUNIDAD VALENCIANA;46;46;VALENCIA/VALÈNCIA;176;1764;178;Montroy;MONTROI/MONTROY;;;;;;;;
